OBJECTID,LOC_ID,WORK_DESC,PROJ_NO,CATEGORY,YEAR
106422,CPLID963,Parks upgrades,CP000012,Parks & Playgrounds,2016
106423,CPLID964,Splash pad upgrades,CP000002,Parks & Playgrounds,2016
106424,CPLID965,Connections and drainage,CP000002,Parks & Playgrounds,2016
106425,CPLID967,Park upgrades,CP000002,Parks & Playgrounds,2016
106426,CPLID969,Splash pad upgrades,CP000002,Parks & Playgrounds,2016
106427,CPLID1168,Walkway,CRU01079,Roads & Active Transportation,2017
106428,CPLID1169,Walkway,CRU01079,Roads & Active Transportation,2017
106429,CPLID1170,Walkway,CRU01079,Roads & Active Transportation,2017
106430,CPLID1172,Walkway,CRU01079,Roads & Active Transportation,2017
106431,CPLID1173,Walkway,CRU01079,Roads & Active Transportation,2017
106432,CPLID1382,Dock,CPX01331,Parks & Playgrounds,2017
106433,CPLID1379,Fence retoration and Griffin's pond dredging,CPX01193,Parks & Playgrounds,2017
106434,CPLID1380,Seawall improvements - design,CPX01331,Parks & Playgrounds,2017
106435,CPLID1381,Wharf repairs,CPX01331,Parks & Playgrounds,2017
106436,CPLID1383,Dock,CPX01331,Parks & Playgrounds,2017
106437,CPLID1384,Wharf repairs,CPX01331,Parks & Playgrounds,2017
106438,CPLID1385,Wharf repairs,CPX01331,Parks & Playgrounds,2017
106439,CPLID1387,Sport court reconstruction,CP000003,Parks & Playgrounds,2017
106440,CPLID1388,Sport court reconstruction,CP000003,Parks & Playgrounds,2017
106441,CPLID1389,Sport court reconstruction,CP000003,Parks & Playgrounds,2017
106442,CPLID1390,Sport court reconstruction,CP000003,Parks & Playgrounds,2017
106443,CPLID1391,Sport court reconstruction,CP000003,Parks & Playgrounds,2017
106444,CPLID1392,Sport court reconstruction,CP000003,Parks & Playgrounds,2017
106445,CPLID1966,Elementary School - Stanley I Raine Park,CP000003,Parks & Playgrounds,2018
106446,CPLID1963,Court reconstructions,CP000003,Parks & Playgrounds,2018
106447,CPLID1964,Elementary School - Sunset Acres,CP000003,Parks & Playgrounds,2018
106448,CPLID1965,Elementary School - Landrance Park,CP000003,Parks & Playgrounds,2018
106449,CPLID1967,Court fence replacements ,CP000003,Parks & Playgrounds,2018
106450,CPLID1968,Court fence replacements ,CP000003,Parks & Playgrounds,2018
106451,CPLID1872,Replacement of approximately 70 police vehicles both marked and unmarked and bomb truck,CVK01090,Equipment & Fleet,2018
106452,CPLID1873,Equipment purchases ,CE020001,Equipment & Fleet,2018
106453,CPLID1874,Vehicle equipment purchases ,CVK01207,Equipment & Fleet,2018
106454,CPLID1875,Roof and RTU Replacement Phase 1,CB000082,Halifax Transit,2018
106455,CPLID1876,"Two hoists will be replaced, one at each facility",CM000005,Halifax Transit,2018
106456,CPLID1877,Completion and delivery of Rita Joe,CM000001,Halifax Transit,2018
106457,CPLID1151,Retaining wall,CRU01079,Roads & Active Transportation,2017
106458,CPLID1148,Guide Rails,CRU01079,Roads & Active Transportation,2017
106459,CPLID1150,Walkway,CRU01079,Roads & Active Transportation,2017
106460,CPLID1152,Retaining wall,CRU01079,Roads & Active Transportation,2017
106461,CPLID1153,Retaining wall,CRU01079,Roads & Active Transportation,2017
106462,CPLID1154,Retaining wall,CRU01079,Roads & Active Transportation,2017
106463,CPLID1155,New Guide Rails,CRU01079,Roads & Active Transportation,2017
106464,CPLID1156,New Guide Rails,CRU01079,Roads & Active Transportation,2017
106465,CPLID1157,New Guide Rails,CRU01079,Roads & Active Transportation,2017
106466,CPLID1158,New Guide Rails,CRU01079,Roads & Active Transportation,2017
106467,CPLID1159,Guide Rail replacement,CRU01079,Roads & Active Transportation,2017
106468,CPLID1147,Guide Rails,CRU01079,Roads & Active Transportation,2017
106469,CPLID1160,Retaining wall,CRU01079,Roads & Active Transportation,2017
106470,CPLID1365,Play structure,CP000002,Parks & Playgrounds,2017
106471,CPLID1366,Play structure,CP000002,Parks & Playgrounds,2017
106472,CPLID1367,Play structure,CP000002,Parks & Playgrounds,2017
106473,CPLID1370,Play structure,CP000002,Parks & Playgrounds,2017
106474,CPLID1371,Play structure,CP000002,Parks & Playgrounds,2017
106475,CPLID1372,Play structure,CP000002,Parks & Playgrounds,2017
106476,CPLID1373,Play structure,CP000002,Parks & Playgrounds,2017
106477,CPLID1374,Play structure,CP000002,Parks & Playgrounds,2017
106478,CPLID1375,Play structure,CP000002,Parks & Playgrounds,2017
106479,CPLID1376,Landscapping improvements,CP000002,Parks & Playgrounds,2017
106480,CPLID1377,Track drainage improvements,CP000002,Parks & Playgrounds,2017
106481,CPLID1378,Lower parking lot reconstruction,CP000006,Parks & Playgrounds,2017
106482,CPLID1951,Bridge design,CP000002,Parks & Playgrounds,2018
106483,CPLID1952,Bridge design,CP000002,Parks & Playgrounds,2018
106484,CPLID1953,Point Pleasant Park - lower parking lot,CP000006,Parks & Playgrounds,2018
106485,CPLID1954,Public Gardens fence restoration - Phase 5,CPX01193,Parks & Playgrounds,2018
106486,CPLID1955,Seawall improvements - Phase 1,CPX01331,Parks & Playgrounds,2018
106487,CPLID1956,Alderney Land Docks,CPX01331,Parks & Playgrounds,2018
106488,CPLID1957,Sports field reconstruction,CP000003,Parks & Playgrounds,2018
106489,CPLID1958,Sports field reconstruction,CP000003,Parks & Playgrounds,2018
106490,CPLID1959,Sports field reconstruction,CP000003,Parks & Playgrounds,2018
106491,CPLID1960,Court reconstructions,CP000003,Parks & Playgrounds,2018
106492,CPLID1961,Court reconstructions,CP000003,Parks & Playgrounds,2018
106493,CPLID1962,Court reconstructions,CP000003,Parks & Playgrounds,2018
106494,CPLID1881,"Detailed design of garage expansion, Phase 1 - Construction of RLTC garage expansion",CB000125,Halifax Transit,2018
106495,CPLID1878,Rehabilitation activities for Halifax and Alderney Ferry Terminal pontoons,CBX01171,Halifax Transit,2018
106496,CPLID1879,"Reroofing Halifax Ferry Terminal, Halifax Ferry Terminal Land Use Optimization Study, Completion of Halifax Ferry Terminal refresh project",CB000039,Halifax Transit,2018
106497,CPLID1880,"Transit Centre Opportunities Assessment, Detailed Design of Transit Centre, including associated studies and land acquisition",CB000017,Halifax Transit,2018
106498,CPLID1882,Implementation of the Gottingen Street Transit Priority Corridor,CM000009,Halifax Transit,2018
106499,CPLID460,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106500,CPLID511,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106501,CPLID531,AT Improvements,CTU00420,Traffic Improvements,2015
106502,CPLID552,Cost Sharing with CN,CTU01085,Traffic Improvements,2015
106503,CPLID577,Infill Cap an Rehabilitate leachate System,CWU01353,Solid Waste,2015
106504,CPLID644,Sidewalk Renewals,CKU01084,Sidewalks,2015
106505,CPLID838,Street Recapitalization,CR000005,Roads & Active Transportation,2016
106506,CPLID950,Site Work,CBX01271,Buildings,2016
106507,CPLID1078,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106508,CPLID1128,Maintenance,CRU01077,Roads & Active Transportation,2017
106509,CPLID1142,Paving of gravel roads,CR990001,Roads & Active Transportation,2017
106510,CPLID1171,Walkway,CRU01079,Roads & Active Transportation,2017
106511,CPLID1308,New crosswalk lights,CTU01085,Traffic Improvements,2017
106512,CPLID1334,"Lighting, pathways, landscapping reinstatement",CP000016,Parks & Playgrounds,2017
106513,CPLID1369,Play structure,CP000002,Parks & Playgrounds,2017
106514,CPLID619,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106515,CPLID722,Seawall Restoration,CPX01331,Parks & Playgrounds,2015
106516,CPLID730,Upgrades and Equipment,CB000064,Buildings,2015
106517,CPLID444,Structural Improvements,CBX01270,Buildings,2014
106518,CPLID743,Installation of New Sidewalks,CTU00420,Roads & Active Transportation,2016
106519,CPLID232,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106520,CPLID242,Recapitalization,CP000002,Parks and Playgrounds,2014
106521,CPLID623,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106522,CPLID703,Parking Lot Expansion,CP000004,Parks & Playgrounds,2015
106523,CPLID708,Redevelopment of the Lower Parking Lot,CP000006,Parks & Playgrounds,2015
106524,CPLID226,Upgrades to Tot pool,CP000002,Parks and Playgrounds,2014
106525,CPLID145,Ragged Lake Transit Centre Expansion,CB000001,Metro Transit,2013
106526,CPLID157,Chebucto to Berlin,CKU01084,"Sidewalks, Curbs & Gutters",2013
106527,CPLID165,"Water monitoring, site maintenance and repair for closed site requirements.",CWU01353,Solid Waste,2013
106528,CPLID172,Design of overpass structures to make use of bikeway panels,CTU00420,Traffic Improvements,2013
106529,CPLID204,New playground development,CP000004,Parks and Playgrounds,2013
106530,CPLID208,Boat launch upgrade,CPX01331,Parks and Playgrounds,2013
106531,CPLID373,Community center construction,CBX01334,Buildings,2013
106532,CPLID381,Ice plant control system,CB000002,Buildings,2013
106533,CPLID406,Street Recapitalization,CYX01345,Roads & Streets,2013
106534,CPLID433,Street Recapitalization,CYX01345,Roads & Streets,2013
106535,CPLID438,Street Recapitalization,CYX01345,Roads & Streets,2013
106536,CPLID425,Installation of new sidewalks.,CR000003,Sidewalks,2014
106537,CPLID427,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106538,CPLID715,Waste Receptacles and Signage,CPX01196,Parks & Playgrounds,2015
106539,CPLID269,"Interpretive panels, Revised Concept Plan, and Public Awareness strategy",CPX01196,Parks and Playgrounds,2014
106540,CPLID466,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106541,CPLID747,Culvert Extension,CTU00420,Roads & Active Transportation,2016
106542,CPLID247,2 Bay Swing,CP000002,Parks and Playgrounds,2014
106543,CPLID253,Bridges - State of Good Repair. Replacement,CRU01077,Roads & Streets,2014
106544,CPLID258,Bridges - State of Good Repair.,CRU01077,Roads & Streets,2014
106545,CPLID453,Canal Greenway Trail  Design on Prince Albert Rd and Sullivan's Pond/Lake Banook,CDG00493,Community & Property Development,2014
106546,CPLID461,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106547,CPLID471,Detailed design concepts for implementation of intersection roundabouts,CT000001,Traffic Improvements,2013
106548,CPLID475,Street Recapitalization,CYX01345,Roads & Streets,2013
106549,CPLID503,"New washroom facility. Lighting installation, security improvements and landscaping",CB000010,Buildings,2013
106550,CPLID521,Phase 2 roof condition analysis for roof upgrades,CBX01272,Buildings,2013
106551,CPLID526,Building a permanent structure at the skating oval,CBX01344,Buildings,2013
106552,CPLID760,Trail construction,CTU00420,Roads & Active Transportation,2016
106553,CPLID262,New Guide Rails,CRU01079,Roads & Streets,2014
106554,CPLID484,Bridges - State of Good Repair. Repair,CRU01077,Roads & Streets,2014
106555,CPLID783,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
106556,CPLID296,New Paving Streets (chip surface),CR000002,Roads & Streets,2014
106557,CPLID494,Sidewalk Renewals,CKU01084,Sidewalks,2014
106558,CPLID880,Street Recapitalization,CR000005,Roads & Active Transportation,2016
106559,CPLID889,Street Recapitalization,CR000005,Roads & Active Transportation,2016
106560,CPLID290,New Paving Streets (HMA surface),CR000002,Roads & Streets,2014
106561,CPLID775,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
106562,CPLID277,Traffic Signal Installation,CTU01085,Traffic Improvements,2014
106563,CPLID478,Replacement of Guide Rails,CRU01079,Roads & Streets,2014
106564,CPLID315,Construction of a new 12 bay transit terminal.,CB000013,Metro Transit,2014
106565,CPLID793,Installation/repairs of Guide Rails,CRU01079,Roads & Active Transportation,2016
106566,CPLID909,Space reconfiguration,CBX01170,Buildings,2016
106567,CPLID299,Installation of new sidewalks.,CR000003,Sidewalks,2014
106568,CPLID307,Intersection Improvement - modifications to existing.,CTU01086,Traffic Improvements,2014
106569,CPLID507,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106570,CPLID805,Repair/Installation of Retaining Walls,CRU01079,Roads & Active Transportation,2016
106571,CPLID814,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
106572,CPLID532,AT Bridge,CTU00420,Traffic Improvements,2015
106573,CPLID340,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
106574,CPLID350,Sports Fields - State of Good Repair.,CP000004,Parks and Playgrounds,2014
106575,CPLID832,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
106576,CPLID840,Street Recapitalization,CR000005,Roads & Active Transportation,2016
106577,CPLID932,Roof Repairs,CBX01272,Buildings,2016
106578,CPLID825,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
106579,CPLID895,Site Plan,CB000030,Buildings,2016
106580,CPLID328,Sign replacement,CQ000009,Industrial Parks,2014
106581,CPLID337,Construction of Cell 7,CWU01357,Solid Waste,2014
106582,CPLID544,Widening from Old Sambro Road to the Armdale Roundabout,CTX01116,Traffic Improvements,2015
106583,CPLID841,Street Recapitalization,CR000005,Roads & Active Transportation,2016
106584,CPLID357,Community Connections,CTR00908,Traffic Improvements,2014
106585,CPLID557,Renovation and Service Improvements,CB000006,Buildings,2015
106586,CPLID631,Sidewalk Renewals,CKU01084,Sidewalks,2015
106587,CPLID639,Sidewalk Renewals,CKU01084,Sidewalks,2015
106588,CPLID389,Sidewalk Renewals,CKU01084,Sidewalks,2014
106589,CPLID183,Tennis Court Resurfacing,CP000003,Parks and Playgrounds,2014
106590,CPLID397,Sidewalk Renewals,CKU01084,Sidewalks,2014
106591,CPLID584,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106592,CPLID592,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106593,CPLID657,Installation of new sidewalks,CR000003,Sidewalks,2015
106594,CPLID667,Walkway Upgrades,CRU01079,Roads & Streets,2015
106595,CPLID367,Interpretive Signage  (1km of Trail),CPX01196,Parks and Playgrounds,2014
106596,CPLID573,Feasibility Study,CQ000007,Industrial Parks,2015
106597,CPLID648,Sidewalk Renewals,CKU01084,Sidewalks,2015
106598,CPLID687,Upgrade Park Facilities,CP000011,Parks & Playgrounds,2015
106599,CPLID697,Landscaping,CP000002,Parks & Playgrounds,2015
106600,CPLID400,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106601,CPLID594,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106602,CPLID672,Walkway Upgrades,CRU01079,Roads & Streets,2015
106603,CPLID679,Bridge Wall Repairs,CRU01077,Roads & Streets,2015
106604,CPLID408,Building maintenance recapitalization,CBX01157,Buildings,2014
106605,CPLID412,"Recapitalization - upgrade siding, windows, hoist replacement, overhead and man doors.",CBX01164,Metro Transit,2014
106606,CPLID606,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106607,CPLID688,Upgrade Park Facilities,CP000012,Parks & Playgrounds,2015
106608,CPLID1277,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106609,CPLID1076,Replacement ice resurfacer,CVU01207,Equipment & Fleet,2017
106610,CPLID217,Re-instatement of park and playground,CP000002,Parks and Playgrounds,2014
106611,CPLID1069,Installation of New Sidewalks,"CTU00420
",Roads & Active Transportation,2016
106612,CPLID1099,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106613,CPLID1286,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106614,CPLID1088,Wayfinding Signage and Enhancements,CTU00420,Roads & Active Transportation,2017
106615,CPLID1094,Paving of gravel roads,CR990001,Roads & Active Transportation,2017
106616,CPLID1303,Intersection modification,CT000012,Traffic Improvements,2017
106617,CPLID1119,Active transportation planning study,CTU00420,Roads & Active Transportation,2017
106618,CPLID1120,Bike Lanes,CTU00420,Roads & Active Transportation,2017
106619,CPLID1106,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106620,CPLID1320,"Upgrades to lighting, benches, plaza and landscapping",CP000011,Parks & Playgrounds,2017
106621,CPLID1112,Realignment and Recapitalize Segment,CTU00420,Roads & Active Transportation,2017
106622,CPLID1339,Potential Parkland acquisition,CPX01149,Parks & Playgrounds,2017
106623,CPLID1349,Play structure,CP000002,Parks & Playgrounds,2017
106624,CPLID1140,Paving of gravel roads,CR990001,Roads & Active Transportation,2017
106625,CPLID1141,Paving of gravel roads,CR990001,Roads & Active Transportation,2017
106626,CPLID1362,Play structure,CP000002,Parks & Playgrounds,2017
106627,CPLID1165,Guide Rail replacement,CRU01079,Roads & Active Transportation,2017
106628,CPLID968,Parking lot paving and lighting,CP000002,Parks & Playgrounds,2016
106629,CPLID1174,New retaining wall,CRU01079,Roads & Active Transportation,2017
106630,CPLID1386,Phase 4 construction,CPX01331,Parks & Playgrounds,2017
106631,CPLID1149,Stair replacement,CRU01079,Roads & Active Transportation,2017
106632,CPLID1368,Play structure,CP000002,Parks & Playgrounds,2017
106633,CPLID196,Retaining Wall Upgrades,CRU01079,Roads & Streets,2014
106634,CPLID221,Playground - CSA,CP000002,Parks and Playgrounds,2014
106635,CPLID237,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106636,CPLID282,Fuel Depot Upgrades,CBM00711,Buildings,2014
106637,CPLID295,New Paving Streets (chip surface),CR000002,Roads & Streets,2014
106638,CPLID313,Gymnasium Enhancement,CB000007,Buildings,2014
106639,CPLID391,Sidewalk Renewals,CKU01084,Sidewalks,2014
106640,CPLID414,Canopy Removals & Rollup Door Replacements,CBX01171,Metro Transit,2014
106641,CPLID1754,"Ongoing assessments, repairs and maintenance of HRM public art and monuments",CD990003,Parks & Playgrounds,2018
106642,CPLID1755,"Ongoing assessments, repairs and maintenance of HRM public art and monuments",CD990003,Parks & Playgrounds,2018
106643,CPLID1756,New Public Art & monument pieces,CD990003,Parks & Playgrounds,2018
106644,CPLID1757,New Public Art & monument pieces,CD990003,Parks & Playgrounds,2018
106645,CPLID1758,New Public Art & monument pieces,CD990003,Parks & Playgrounds,2018
106646,CPLID1023,Asphalt Overlay,CR000005,Roads & Active Transportation,2016
106647,CPLID1020,High mast lighting,CRU00792,Traffic Improvements,2016
106648,CPLID1021,Dartmouth Sportsplex - Revitalization ,CB000006,Buildings,2016
106649,CPLID1022,Asphalt Overlay,CR000005,Roads & Active Transportation,2016
106650,CPLID1024,Asphalt Overlay,CR000005,Roads & Active Transportation,2016
106651,CPLID1025,Asphalt Overlay,CR000005,Roads & Active Transportation,2016
106652,CPLID1026,Asphalt Overlay,CR000005,Roads & Active Transportation,2016
106653,CPLID113,Street Recapitalization,CYX01345,Roads & Streets,2013
106654,CPLID114,Street Recapitalization,CYX01345,Roads & Streets,2013
106655,CPLID115,Street Recapitalization,CYX01345,Roads & Streets,2013
106656,CPLID116,Street Recapitalization,CYX01345,Roads & Streets,2013
106657,CPLID121,Structural upgrades,CBX01270,Buildings,2013
106658,CPLID118,Street Recapitalization,CYX01345,Roads & Streets,2013
106659,CPLID119,Street Recapitalization,CYX01345,Roads & Streets,2013
106660,CPLID120,Street Recapitalization,CYX01345,Roads & Streets,2013
106661,CPLID122,Public Arts Pieces,CD990003,Community & Property Development,2013
106662,CPLID123,Public Arts Pieces,CD990003,Community & Property Development,2013
106663,CPLID124,Restoration of Cenotaph,CD990003,Community & Property Development,2013
106664,CPLID1431,Building Recapitalization,CB000002,Buildings,2017
106665,CPLID970,Retaining wall and landscaping,CP000002,Parks & Playgrounds,2016
106666,CPLID971,Play Structure,CP000002,Parks & Playgrounds,2016
106667,CPLID972,Play Structure,CP000002,Parks & Playgrounds,2016
106668,CPLID973,Play Structure,CP000002,Parks & Playgrounds,2016
106669,CPLID974,Play Structure,CP000002,Parks & Playgrounds,2016
106670,CPLID975,Play Structure,CP000002,Parks & Playgrounds,2016
106671,CPLID976,Play Structure,CP000002,Parks & Playgrounds,2016
106672,CPLID1178,Retaining design,CRU01079,Roads & Active Transportation,2017
106673,CPLID1175,Retaining design,CRU01079,Roads & Active Transportation,2017
106674,CPLID1176,Retaining wall replacement,CRU01079,Roads & Active Transportation,2017
106675,CPLID1177,Retaining wall repairs,CRU01079,Roads & Active Transportation,2017
106676,CPLID1179,New retaining wall,CRU01079,Roads & Active Transportation,2017
106677,CPLID1180,New retaining wall,CRU01079,Roads & Active Transportation,2017
106678,CPLID1027,Asphalt Overlay,CR000005,Roads & Active Transportation,2016
106679,CPLID1028,Asphalt Overlay,CR000005,Roads & Active Transportation,2016
106680,CPLID1029,Asphalt Overlay,"CR000005
",Roads & Active Transportation,2016
106681,CPLID1031,Asphalt Overlay,"CR000005
",Roads & Active Transportation,2016
106682,CPLID1032,Asphalt Overlay,"CR000005
",Roads & Active Transportation,2016
106683,CPLID1232,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106684,CPLID1229,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106685,CPLID1230,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106686,CPLID1231,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106687,CPLID1233,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106688,CPLID1234,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106689,CPLID126,Installation of new traffic controls,CTU01085,Traffic Improvements,2013
106690,CPLID9,Sidewalk Renewals,CKU01084,Sidewalks,2014
106691,CPLID6,Sidewalk Renewals,CKU01084,Sidewalks,2014
106692,CPLID7,Sidewalk Renewals,CKU01084,Sidewalks,2014
106693,CPLID8,Sidewalk Renewals,CKU01084,Sidewalks,2014
106694,CPLID10,Sidewalk Renewals,CKU01084,Sidewalks,2014
106695,CPLID11,Sidewalk Renewals,CKU01084,Sidewalks,2014
106696,CPLID12,Service Improvements - Security equipment upgrades,CMU00982,Metro Transit,2014
106697,CPLID14,Service Improvements - Security equipment upgrades,CMU00982,Metro Transit,2014
106698,CPLID16,College to University,CKU01084,"Sidewalks, Curbs & Gutters",2013
106699,CPLID17,Grafton to Market,CKU01084,"Sidewalks, Curbs & Gutters",2013
106700,CPLID19,Spring Garden to Blowers,CKU01084,"Sidewalks, Curbs & Gutters",2013
106701,CPLID1181,Sidewalk Renewals,CKU01084,Roads & Active Transportation,2017
106702,CPLID1183,Sidewalk Renewals,CKU01084,Roads & Active Transportation,2017
106703,CPLID1184,Sidewalk Renewals,CKU01084,Roads & Active Transportation,2017
106704,CPLID1185,Sidewalk Renewals,CKU01084,Roads & Active Transportation,2017
106705,CPLID1186,Sidewalk Renewals,CKU01084,Roads & Active Transportation,2017
106706,CPLID1187,Sidewalk Renewals,CKU01084,Roads & Active Transportation,2017
106707,CPLID1188,Sidewalk Renewals,CKU01084,Roads & Active Transportation,2017
106708,CPLID1394,Sport court reconstruction,CP000003,Parks & Playgrounds,2017
106709,CPLID1393,Sport court reconstruction,CP000003,Parks & Playgrounds,2017
106710,CPLID1395,Sport court reconstruction,CP000003,Parks & Playgrounds,2017
106711,CPLID1396,Drainage improvements,CP000003,Parks & Playgrounds,2017
106712,CPLID1398,Entrance improvements,CP000003,Parks & Playgrounds,2017
106713,CPLID1236,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106714,CPLID1238,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106715,CPLID1239,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106716,CPLID1240,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106717,CPLID1241,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106718,CPLID1448,Demolition,CBX01162,Buildings,2017
106719,CPLID1449,Roof repairs,CBX01272,Buildings,2017
106720,CPLID1450,"Second floor renovations, crew accommodations, kitchen upgrades and other upgrades",CB000052,Buildings,2017
106721,CPLID1451,HRM Depot Upgrades,CBX01170,Buildings,2017
106722,CPLID1452,Needs assessment,CB000077,Buildings,2017
106723,CPLID1453,HVAC replacement,CBX01269,Buildings,2017
106724,CPLID1455,Consulting,CB000077,Buildings,2017
106725,CPLID20,Oxford to Larch,CKU01084,"Sidewalks, Curbs & Gutters",2013
106726,CPLID24,Hanover to Civic 3390,CKU01084,"Sidewalks, Curbs & Gutters",2013
106727,CPLID21,In Front of Art Gallery,CKU01084,"Sidewalks, Curbs & Gutters",2013
106728,CPLID22,Lower Water to Hollis,CKU01084,"Sidewalks, Curbs & Gutters",2013
106729,CPLID23,Connor to BasketbasllCrt,CKU01084,"Sidewalks, Curbs & Gutters",2013
106730,CPLID25,Oxford to Connolly,CKU01084,"Sidewalks, Curbs & Gutters",2013
106731,CPLID27,Repairs to overpass,CRU01077,Roads & Streets,2013
106732,CPLID28,Replacement of Nine Mile Bridge,CRU01077,Roads & Streets,2013
106733,CPLID29,Curb Renewal,CYU01076,Roads & Streets,2013
106734,CPLID30,Curb Renewal,CYU01076,Roads & Streets,2013
106735,CPLID31,New Pavement,CR000002,Roads & Streets,2013
106736,CPLID32,New Pavement,CR000002,Roads & Streets,2013
106737,CPLID33,Street Recapitalization,CYX01345,Roads & Streets,2013
106738,CPLID1400,Sport court reconstruction,CP000004,Parks & Playgrounds,2017
106739,CPLID1401,New recreation field,CP000004,Parks & Playgrounds,2017
106740,CPLID1402,Walkway connection and drainage improvements,CP000003,Parks & Playgrounds,2017
106741,CPLID1403,Roof repairs,CB000082,Halifax Transit,2017
106742,CPLID1404,Hoist replacement,CM000005,Halifax Transit,2017
106743,CPLID1405,New generator,CM000013,Halifax Transit,2017
106744,CPLID1717,Replacement and upgrades of mechanical equipment including Halifax Regional Police Headquarters' chiller and miscellaneous air handling units and controls replacements.,CBX01269,Buildings,2018
106745,CPLID1714,"Turner Drive - Improvements to locker rooms, lunchrooms and washrooms and stairwells",CBX01170,Buildings,2018
106746,CPLID1715,Thornhill - Office renovations and functional improvements,CBX01170,Buildings,2018
106747,CPLID1716,Design,CB000089,Buildings,2018
106748,CPLID1718,Work plan is based upon maintenance items as recommended to HRM by the operator,CB000073,Buildings,2018
106749,CPLID1719,St. Margaret's Centre pool,CB000002,Buildings,2018
106750,CPLID1457,Consulting,CB000077,Buildings,2017
106751,CPLID1458,HVAC replacement,CBX01269,Buildings,2017
106752,CPLID1459,Repairs identified by the operator,CB000073,Buildings,2017
106753,CPLID1460,Roof repairs,CBX01272,Buildings,2017
106754,CPLID1461,Building Recapitalization,CB000002,Buildings,2017
106755,CPLID1462,Interior upgrades,CB000032,Buildings,2017
106756,CPLID1762,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106757,CPLID1759,New Public Art & monument pieces,CD990003,Parks & Playgrounds,2018
106758,CPLID1760,Site improvements and washroom facility design and construction,CP000012,Parks & Playgrounds,2018
106759,CPLID1761,Master Plan Implementation - Phase 1 (Public engagement and detailed design),CP000013,Parks & Playgrounds,2018
106760,CPLID1763,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106761,CPLID1764,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106762,CPLID1765,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106763,CPLID34,Street Recapitalization,CYX01345,Roads & Streets,2013
106764,CPLID38,George Daupinee to Ralph Devlin,CKU01084,"Sidewalks, Curbs & Gutters",2013
106765,CPLID35,Street Recapitalization,CYX01345,Roads & Streets,2013
106766,CPLID36,Street Recapitalization,CYX01345,Roads & Streets,2013
106767,CPLID39,Doug Smith to William Hunt,CKU01084,"Sidewalks, Curbs & Gutters",2013
106768,CPLID40,Ralph Devlin to Robert Murphy,CKU01084,"Sidewalks, Curbs & Gutters",2013
106769,CPLID41,Cedar to Shirley,CKU01084,"Sidewalks, Curbs & Gutters",2013
106770,CPLID42,Cedar to Linden,CKU01084,"Sidewalks, Curbs & Gutters",2013
106771,CPLID43,South Park to Queen,CKU01084,"Sidewalks, Curbs & Gutters",2013
106772,CPLID44,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106773,CPLID46,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106774,CPLID47,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
106775,CPLID1720,Spryfield Lions Arena structural upgrade,CB000002,Buildings,2018
