ComID,GeogName,Datagroup,Year,total
cnt1218,Victoria,Other Services (except Public Administration),2007,95
pro9012,Nova Scotia,Other Services (except Public Administration),2007,4703
cnt1201,Shelburne,Public Administration,2007,6
cnt1202,Yarmouth,Public Administration,2007,4
cnt1203,Digby,Public Administration,2007,11
cnt1204,Queens,Public Administration,2007,5
cnt1205,Annapolis,Public Administration,2007,8
cnt1206,Lunenburg,Public Administration,2007,8
cnt1207,Kings,Public Administration,2007,10
cnt1208,Hants,Public Administration,2007,6
cnt1209,Halifax,Public Administration,2007,284
cnt1210,Colchester,Public Administration,2007,11
cnt1211,Cumberland,Public Administration,2007,7
cnt1212,Pictou,Public Administration,2007,0
cnt1213,Guysborough,Public Administration,2007,6
cnt1214,Antigonish,Public Administration,2007,5
cnt1215,Inverness,Public Administration,2007,5
cnt1216,Richmond,Public Administration,2007,4
cnt1217,Cape Breton,Public Administration,2007,11
cnt1218,Victoria,Public Administration,2007,5
pro9012,Nova Scotia,Public Administration,2007,405
